,Unnamed: 0_x,match_id,date,tournament,Unnamed: 0_y,player_id,winner,Unnamed: 0,name,country
0,0,m_2019_A_0,2019-01-14,Australian Open,0,atp_104731,True,4701,Kevin Anderson,RSA
1,70,m_2019_A_70,2019-01-16,Australian Open,10185,atp_104731,False,4701,Kevin Anderson,RSA
2,129,m_2018_A_2,2018-01-15,Australian Open,10241,atp_104731,False,4701,Kevin Anderson,RSA
3,421,m_2016_A_40,2016-01-19,Australian Open,10532,atp_104731,False,4701,Kevin Anderson,RSA
4,510,m_2015_A_2,2015-01-19,Australian Open,501,atp_104731,True,4701,Kevin Anderson,RSA
5,578,m_2015_A_70,2015-01-21,Australian Open,569,atp_104731,True,4701,Kevin Anderson,RSA
6,609,m_2015_A_101,2015-01-23,Australian Open,600,atp_104731,True,4701,Kevin Anderson,RSA
7,621,m_2015_A_113,2015-01-25,Australian Open,10732,atp_104731,False,4701,Kevin Anderson,RSA
8,646,m_2014_A_11,2014-01-13,Australian Open,637,atp_104731,True,4701,Kevin Anderson,RSA
9,711,m_2014_A_76,2014-01-15,Australian Open,702,atp_104731,True,4701,Kevin Anderson,RSA
10,734,m_2014_A_99,2014-01-17,Australian Open,724,atp_104731,True,4701,Kevin Anderson,RSA
11,749,m_2014_A_114,2014-01-19,Australian Open,10859,atp_104731,False,4701,Kevin Anderson,RSA
12,792,m_2013_A_30,2013-01-14,Australian Open,782,atp_104731,True,4701,Kevin Anderson,RSA
13,839,m_2013_A_77,2013-01-16,Australian Open,829,atp_104731,True,4701,Kevin Anderson,RSA
14,860,m_2013_A_98,2013-01-18,Australian Open,850,atp_104731,True,4701,Kevin Anderson,RSA
15,876,m_2013_A_114,2013-01-20,Australian Open,10986,atp_104731,False,4701,Kevin Anderson,RSA
16,895,m_2012_A_6,2012-01-16,Australian Open,885,atp_104731,True,4701,Kevin Anderson,RSA
17,957,m_2012_A_68,2012-01-18,Australian Open,947,atp_104731,True,4701,Kevin Anderson,RSA
18,987,m_2012_A_98,2012-01-20,Australian Open,11096,atp_104731,False,4701,Kevin Anderson,RSA
19,1054,m_2011_A_38,2011-01-18,Australian Open,11163,atp_104731,False,4701,Kevin Anderson,RSA
20,1150,m_2010_A_7,2010-01-18,Australian Open,11259,atp_104731,False,4701,Kevin Anderson,RSA
21,1292,m_2009_A_22,2009-01-19,Australian Open,11400,atp_104731,False,4701,Kevin Anderson,RSA
22,1414,m_2008_A_17,2008-01-14,Australian Open,11520,atp_104731,False,4701,Kevin Anderson,RSA
111,0,m_2019_A_0,2019-01-14,Australian Open,10120,atp_105173,False,5138,Adrian Mannarino,FRA
112,164,m_2018_A_37,2018-01-16,Australian Open,156,atp_105173,True,5138,Adrian Mannarino,FRA
113,212,m_2018_A_85,2018-01-18,Australian Open,204,atp_105173,True,5138,Adrian Mannarino,FRA
114,232,m_2018_A_105,2018-01-20,Australian Open,10344,atp_105173,False,5138,Adrian Mannarino,FRA
115,272,m_2017_A_18,2017-01-16,Australian Open,10384,atp_105173,False,5138,Adrian Mannarino,FRA
116,414,m_2016_A_33,2016-01-19,Australian Open,10525,atp_105173,False,5138,Adrian Mannarino,FRA
117,542,m_2015_A_34,2015-01-20,Australian Open,533,atp_105173,True,5138,Adrian Mannarino,FRA
118,589,m_2015_A_81,2015-01-22,Australian Open,10700,atp_105173,False,5138,Adrian Mannarino,FRA
119,640,m_2014_A_5,2014-01-13,Australian Open,631,atp_105173,True,5138,Adrian Mannarino,FRA
120,704,m_2014_A_69,2014-01-15,Australian Open,10815,atp_105173,False,5138,Adrian Mannarino,FRA
121,815,m_2013_A_53,2013-01-15,Australian Open,10925,atp_105173,False,5138,Adrian Mannarino,FRA
122,893,m_2012_A_4,2012-01-16,Australian Open,11003,atp_105173,False,5138,Adrian Mannarino,FRA
123,1026,m_2011_A_10,2011-01-17,Australian Open,1015,atp_105173,True,5138,Adrian Mannarino,FRA
124,1087,m_2011_A_71,2011-01-19,Australian Open,11196,atp_105173,False,5138,Adrian Mannarino,FRA
125,1324,m_2009_A_54,2009-01-20,Australian Open,11431,atp_105173,False,5138,Adrian Mannarino,FRA
179,1,m_2019_A_1,2019-01-14,Australian Open,1,atp_105932,True,5889,Nikoloz Basilashvili,RUS
180,65,m_2019_A_65,2019-01-16,Australian Open,60,atp_105932,True,5889,Nikoloz Basilashvili,RUS
181,96,m_2019_A_96,2019-01-18,Australian Open,10209,atp_105932,False,5889,Nikoloz Basilashvili,RUS
182,148,m_2018_A_21,2018-01-15,Australian Open,140,atp_105932,True,5889,Nikoloz Basilashvili,RUS
183,191,m_2018_A_64,2018-01-17,Australian Open,183,atp_105932,True,5889,Nikoloz Basilashvili,RUS
184,223,m_2018_A_96,2018-01-19,Australian Open,10335,atp_105932,False,5889,Nikoloz Basilashvili,RUS
185,409,m_2016_A_28,2016-01-18,Australian Open,10520,atp_105932,False,5889,Nikoloz Basilashvili,RUS
210,1,m_2019_A_1,2019-01-14,Australian Open,10121,atp_111153,False,11071,Christopher Eubanks,USA
213,2,m_2019_A_2,2019-01-14,Australian Open,2,atp_105430,True,5392,Radu Albot,MDA
214,71,m_2019_A_71,2019-01-16,Australian Open,10186,atp_105430,False,5392,Radu Albot,MDA
215,161,m_2018_A_34,2018-01-16,Australian Open,10273,atp_105430,False,5392,Radu Albot,MDA
216,291,m_2017_A_37,2017-01-17,Australian Open,10402,atp_105430,False,5392,Radu Albot,MDA
239,2,m_2019_A_2,2019-01-14,Australian Open,10122,atp_111581,False,11498,Michael Mmoh,USA
