,Unnamed: 0_x,match_id,date,tournament,Unnamed: 0_y,player_id,winner,Unnamed: 0,name,country
16224,6445,m_2009_U_95,2009-05-09,US Open,16535,atp_103017,False,2991,Nicolas Kiefer,GER
16225,6520,m_2008_U_43,2008-08-26,US Open,16610,atp_103017,False,2991,Nicolas Kiefer,GER
16226,6624,m_2007_U_20,2007-08-27,US Open,6594,atp_103017,True,2991,Nicolas Kiefer,GER
16227,6679,m_2007_U_75,2007-08-30,US Open,16767,atp_103017,False,2991,Nicolas Kiefer,GER
16228,6903,m_2005_U_45,2005-08-30,US Open,6871,atp_103017,True,2991,Nicolas Kiefer,GER
16229,6950,m_2005_U_92,2005-02-09,US Open,6917,atp_103017,True,2991,Nicolas Kiefer,GER
16230,6966,m_2005_U_108,2005-04-09,US Open,6933,atp_103017,True,2991,Nicolas Kiefer,GER
16231,6976,m_2005_U_118,2005-06-09,US Open,17063,atp_103017,False,2991,Nicolas Kiefer,GER
16232,6991,m_2004_U_6,2004-08-30,US Open,6958,atp_103017,True,2991,Nicolas Kiefer,GER
16233,7055,m_2004_U_70,2004-02-09,US Open,7022,atp_103017,True,2991,Nicolas Kiefer,GER
16234,7085,m_2004_U_100,2004-04-09,US Open,7052,atp_103017,True,2991,Nicolas Kiefer,GER
16235,7097,m_2004_U_112,2004-06-09,US Open,17184,atp_103017,False,2991,Nicolas Kiefer,GER
16236,7146,m_2003_U_34,2003-08-26,US Open,7112,atp_103017,True,2991,Nicolas Kiefer,GER
16237,7200,m_2003_U_88,2003-08-29,US Open,17286,atp_103017,False,2991,Nicolas Kiefer,GER
16238,7293,m_2002_U_54,2002-08-26,US Open,17379,atp_103017,False,2991,Nicolas Kiefer,GER
16239,7422,m_2001_U_56,2001-08-27,US Open,17508,atp_103017,False,2991,Nicolas Kiefer,GER
16240,7525,m_2000_U_32,2000-08-28,US Open,7491,atp_103017,True,2991,Nicolas Kiefer,GER
16241,7574,m_2000_U_81,2000-08-28,US Open,7540,atp_103017,True,2991,Nicolas Kiefer,GER
16242,7596,m_2000_U_103,2000-08-28,US Open,7562,atp_103017,True,2991,Nicolas Kiefer,GER
16243,7608,m_2000_U_115,2000-08-28,US Open,7574,atp_103017,True,2991,Nicolas Kiefer,GER
16244,7615,m_2000_U_122,2000-08-28,US Open,17701,atp_103017,False,2991,Nicolas Kiefer,GER
16283,6487,m_2008_U_10,2008-08-25,US Open,6457,atp_103181,True,3154,Jiri Vanek,CZE
16284,6541,m_2008_U_64,2008-08-28,US Open,16631,atp_103181,False,3154,Jiri Vanek,CZE
16285,6764,m_2006_U_33,2006-08-30,US Open,16852,atp_103181,False,3154,Jiri Vanek,CZE
16286,6903,m_2005_U_45,2005-08-30,US Open,16991,atp_103181,False,3154,Jiri Vanek,CZE
16287,7255,m_2002_U_16,2002-08-26,US Open,17341,atp_103181,False,3154,Jiri Vanek,CZE
16288,7423,m_2001_U_57,2001-08-27,US Open,17509,atp_103181,False,3154,Jiri Vanek,CZE
16289,7542,m_2000_U_49,2000-08-28,US Open,17628,atp_103181,False,3154,Jiri Vanek,CZE
16321,6656,m_2007_U_52,2007-08-29,US Open,16746,atp_103151,False,3124,Mariano Zabaleta,ARG
16322,6749,m_2006_U_18,2006-08-29,US Open,16837,atp_103151,False,3124,Mariano Zabaleta,ARG
16323,6877,m_2005_U_19,2005-08-29,US Open,16965,atp_103151,False,3124,Mariano Zabaleta,ARG
16324,7014,m_2004_U_29,2004-08-31,US Open,17101,atp_103151,False,3124,Mariano Zabaleta,ARG
16325,7175,m_2003_U_63,2003-08-28,US Open,17261,atp_103151,False,3124,Mariano Zabaleta,ARG
16326,7290,m_2002_U_51,2002-08-26,US Open,17376,atp_103151,False,3124,Mariano Zabaleta,ARG
16327,7429,m_2001_U_63,2001-08-27,US Open,7395,atp_103151,True,3124,Mariano Zabaleta,ARG
16328,7461,m_2001_U_95,2001-08-27,US Open,7427,atp_103151,True,3124,Mariano Zabaleta,ARG
16329,7477,m_2001_U_111,2001-08-27,US Open,7443,atp_103151,True,3124,Mariano Zabaleta,ARG
16330,7485,m_2001_U_119,2001-08-27,US Open,7451,atp_103151,True,3124,Mariano Zabaleta,ARG
16331,7488,m_2001_U_122,2001-08-27,US Open,17574,atp_103151,False,3124,Mariano Zabaleta,ARG
16342,6646,m_2007_U_42,2007-08-28,US Open,16736,atp_102381,False,2357,Werner Eschauer,AUT
16343,7151,m_2003_U_39,2003-08-26,US Open,17237,atp_102381,False,2357,Werner Eschauer,AUT
16354,6529,m_2008_U_52,2008-08-27,US Open,16619,atp_103490,False,3463,Santiago Ventura,ESP
16367,6635,m_2007_U_31,2007-08-28,US Open,16725,atp_103701,False,3674,Diego Hartfield,ARG
16394,6897,m_2005_U_39,2005-08-30,US Open,16985,atp_101885,False,1862,Wayne Arthurs,AUS
16395,7025,m_2004_U_40,2004-08-31,US Open,17112,atp_101885,False,1862,Wayne Arthurs,AUS
16396,7136,m_2003_U_24,2003-08-26,US Open,17222,atp_101885,False,1862,Wayne Arthurs,AUS
16397,7257,m_2002_U_18,2002-08-26,US Open,17343,atp_101885,False,1862,Wayne Arthurs,AUS
16398,7372,m_2001_U_6,2001-08-27,US Open,17458,atp_101885,False,1862,Wayne Arthurs,AUS
16399,7496,m_2000_U_3,2000-08-28,US Open,7462,atp_101885,True,1862,Wayne Arthurs,AUS
16400,7558,m_2000_U_65,2000-08-28,US Open,7524,atp_101885,True,1862,Wayne Arthurs,AUS
16401,7589,m_2000_U_96,2000-08-28,US Open,7555,atp_101885,True,1862,Wayne Arthurs,AUS
16402,7607,m_2000_U_114,2000-08-28,US Open,17693,atp_101885,False,1862,Wayne Arthurs,AUS
16432,7029,m_2004_U_44,2004-01-09,US Open,6996,atp_104026,True,3999,Joachim Johansson,SWE
16433,7076,m_2004_U_91,2004-03-09,US Open,7043,atp_104026,True,3999,Joachim Johansson,SWE
16434,7090,m_2004_U_105,2004-05-09,US Open,7057,atp_104026,True,3999,Joachim Johansson,SWE
16435,7103,m_2004_U_118,2004-08-09,US Open,7069,atp_104026,True,3999,Joachim Johansson,SWE
16436,7108,m_2004_U_123,2004-10-09,US Open,7074,atp_104026,True,3999,Joachim Johansson,SWE
16437,7109,m_2004_U_124,2004-11-09,US Open,17195,atp_104026,False,3999,Joachim Johansson,SWE
16438,7117,m_2003_U_5,2003-08-25,US Open,17203,atp_104026,False,3999,Joachim Johansson,SWE
16452,6742,m_2006_U_11,2006-08-28,US Open,16830,atp_103110,False,3083,Daniele Bracciali,ITA
16453,6878,m_2005_U_20,2005-08-30,US Open,16966,atp_103110,False,3083,Daniele Bracciali,ITA
16484,6735,m_2006_U_4,2006-08-28,US Open,6703,atp_103387,True,3360,Paradorn Srichaphan,THA
16485,6808,m_2006_U_77,2006-08-31,US Open,16896,atp_103387,False,3360,Paradorn Srichaphan,THA
16486,6911,m_2005_U_53,2005-08-31,US Open,6879,atp_103387,True,3360,Paradorn Srichaphan,THA
16487,6939,m_2005_U_81,2005-02-09,US Open,6906,atp_103387,True,3360,Paradorn Srichaphan,THA
16488,6967,m_2005_U_109,2005-04-09,US Open,17054,atp_103387,False,3360,Paradorn Srichaphan,THA
16489,7009,m_2004_U_24,2004-08-31,US Open,6976,atp_103387,True,3360,Paradorn Srichaphan,THA
16490,7051,m_2004_U_66,2004-02-09,US Open,7018,atp_103387,True,3360,Paradorn Srichaphan,THA
16491,7083,m_2004_U_98,2004-04-09,US Open,17170,atp_103387,False,3360,Paradorn Srichaphan,THA
16492,7138,m_2003_U_26,2003-08-26,US Open,7104,atp_103387,True,3360,Paradorn Srichaphan,THA
16493,7178,m_2003_U_66,2003-08-28,US Open,7144,atp_103387,True,3360,Paradorn Srichaphan,THA
16494,7208,m_2003_U_96,2003-08-30,US Open,7174,atp_103387,True,3360,Paradorn Srichaphan,THA
16495,7230,m_2003_U_118,2003-04-09,US Open,17316,atp_103387,False,3360,Paradorn Srichaphan,THA
16496,7300,m_2002_U_61,2002-08-26,US Open,7266,atp_103387,True,3360,Paradorn Srichaphan,THA
16497,7330,m_2002_U_91,2002-08-26,US Open,17416,atp_103387,False,3360,Paradorn Srichaphan,THA
16498,7419,m_2001_U_53,2001-08-27,US Open,17505,atp_103387,False,3360,Paradorn Srichaphan,THA
16499,7504,m_2000_U_11,2000-08-28,US Open,17590,atp_103387,False,3360,Paradorn Srichaphan,THA
16540,6615,m_2007_U_11,2007-08-27,US Open,6585,atp_102035,True,2012,Jonas Bjorkman,SWE
16541,6670,m_2007_U_66,2007-08-30,US Open,16759,atp_102035,False,2012,Jonas Bjorkman,SWE
16542,6788,m_2006_U_57,2006-08-31,US Open,6756,atp_102035,True,2012,Jonas Bjorkman,SWE
16543,6822,m_2006_U_91,2006-01-09,US Open,16910,atp_102035,False,2012,Jonas Bjorkman,SWE
16544,6876,m_2005_U_18,2005-08-29,US Open,6844,atp_102035,True,2012,Jonas Bjorkman,SWE
16545,6926,m_2005_U_68,2005-01-09,US Open,17013,atp_102035,False,2012,Jonas Bjorkman,SWE
16546,7033,m_2004_U_48,2004-01-09,US Open,17120,atp_102035,False,2012,Jonas Bjorkman,SWE
16547,7131,m_2003_U_19,2003-08-25,US Open,7097,atp_102035,True,2012,Jonas Bjorkman,SWE
16548,7180,m_2003_U_68,2003-08-28,US Open,7146,atp_102035,True,2012,Jonas Bjorkman,SWE
16549,7211,m_2003_U_99,2003-08-31,US Open,7177,atp_102035,True,2012,Jonas Bjorkman,SWE
16550,7228,m_2003_U_116,2003-04-09,US Open,17314,atp_102035,False,2012,Jonas Bjorkman,SWE
